,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
82173,신언호,80,1955년 12월 18일,(우투우타),177cm/78kg,배재고-연세대-포철-MBC-LG,,,,
82174,유승안,24,1956년 06월 01일,(우투우타),180cm/87kg,경동고-(목원대)-한일은행-MBC-해태-빙그레,,,,82MBC
82175,유종겸,74,1956년 09월 14일,(좌투좌타),176cm/75kg,장충고-중앙대-MBC청룡,,,,
82205,방기만,,1954년 05월 15일,투수(우투우타),0cm/0kg,건국대,,,,
82210,김광수,77,1959년 01월 03일,(우투우타),165cm/80kg,효제초-선린중-선린상고-건국대-OB,,,,93OB코치
82211,김경문,74,1958년 11월 01일,(우투우타),175cm/78kg,대구옥산초-부산동성중-공주고-고려대-OB-태평양-OB,,,,82OB
82220,최옥규,,1953년 07월 17일,투수(우투우타),0cm/0kg,고려대,,,,
82234,박철순,,1956년 03월 12일,투수(우투우타),0cm/0kg,배명고-연세대,,,,
82243,구재서,,1963년 08월 15일,외야수(우투우타),0cm/0kg,신일고,,,,
82271,계형철,83,1953년 04월 03일,(우투우타),183cm/75kg,송림초-동인천중-중앙고-성균관대-OB,,,,82OB
82273,구천서,86,1963년 08월 15일,(우투우타),173cm/78kg,대구옥산초-경운중-신일고-OB,,,,82OB
82275,신경식,86,1961년 08월 19일,(좌투좌타),190cm/95kg,부산동성초-부산동성중-공주고-(제주산업대)-OB-삼성-쌍방울,,,,82OB
82276,양세종,,1958년 01월 17일,내야수(우투우타),0cm/0kg,연세대,,,,
82279,조범현,70,1960년 10월 01일,(우투우타),177cm/80kg,대구초-대건중-충암고-인하대-OB-삼성,,,,82OB
82303,김재현,,1959년 03월 03일,투수(우투우타),cm/kg,동산고,,,,
82318,김진철,,1958년 04월 18일,포수(우투우타),cm/kg,인천고-인하대,,,,
82374,양승관,88,1959년 06월 02일,(우투우타),180cm/82kg,인천숭의초-동인천중-인천고-인하대-삼미-청보-태평양-LG,,,,82삼미
82410,김한근,81,1955년 03월 05일,(우투우타),175cm/85kg,대구상고-한양대,,,,
82420,이만수,22,1958년 09월 19일,(우투우타),175cm/82kg,중앙초-대구중-대구상고-한양대-삼성,,,,82삼성
82432,박정환,89,1957년 05월 25일,(우투우타),180cm/83kg,동도초-경상중-경북고-한양대-포철-삼성,,,,
82460,장태수,85,1957년 10월 15일,(우투우타),174cm/77kg,신천초-중앙중-대건고-삼성,,,,82삼성
82477,오대석,83,1960년 01월 02일,(우투우타),178cm/77kg,남도초-경구중-대구상고-한양대-삼성-롯데,,,,82삼성
82480,허규옥,,1956년 08월 08일,외야수(좌투좌타),0cm/0kg,한양대,,,,
82499,성낙수,,1957년 08월 12일,투수(우투우타),0cm/0kg,경희대,,,,
82512,천창호,,1954년 02월 13일,투수(우투우타),0cm/0kg,경희대,,,,
82514,김용철,84,1957년 09월 21일,(우투우타),184cm/90kg,부산상고-한일은행-롯데-삼성,,,,
82516,김재상,,1959년 07월 06일,외야수(우투우타),0cm/0kg,영남대,,,,
82559,이종도,70,1952년 05월 22일,외야수(우투우타),176cm/78kg,중앙고-고려대-MBC-OB-태평양,,,,
82571,노상수,80,1958년 05월 05일,(우투우타),177cm/81kg,삼량진초-동성중-부산상고-고려대-롯데,,,,
82574,차동열,72,1956년 01월 17일,(우투우타),180cm/87kg,경남고-제일은행-롯데-MBC-LG,,,,
82581,최영환,,1959년 02월 28일,포수(우투우타),0cm/0kg,영남대,,,,
82583,이재환,83,1941년 02월 10일,(우투우타),174cm/76kg,경동고-연세대,,,,
82612,김성한,71,1958년 05월 18일,(우투우타),178cm/90kg,군산중앙초-군산중-군산상고-동국대-해태,,,,82해태
82616,김일권,,1956년 09월 20일,외야수(우투우타),0cm/0kg,한양대,,,,
82617,김종모,76,1959년 11월 01일,(우투우타),178cm/78kg,서림초-동성중-광주상고-영남대-해태,,,,82해태
82646,한상연,,1964년 08월 27일,투수(우투우타),0cm/0kg,춘천고,,,,
82664,이진우,,1956년 03월 18일,투수(좌투좌타),0cm/0kg,철도고,,,,
82665,이윤섭,,1958년 03월 01일,투수(좌투좌타),0cm/0kg,고려대,,,,
82667,이선희,81,1955년 02월 14일,(좌투좌타),180cm/85kg,명덕초-경북중-경북고-삼성-MBC,,,,82삼성
82673,조충열,83,1959년 02월 25일,(우투우타),174cm/75kg,강원홍천초-신일중-선린상고-연세대-해태,,,,
82690,김봉연,87,1952년 01월 13일,(우투우타),177cm/80kg,군산상고-연세대-한국화장품-해태,,,,
82698,이상윤,76,1960년 12월 21일,(우투우타),182cm/88kg,광주제일고-한양대-해태,,,,
82699,이광권,,1954년 06월 28일,투수(우투우타),0cm/0kg,인천전문대,,,,
82700,방수원,,1960년 01월 04일,투수(우투우타),0cm/0kg,영남대,,,,
82702,신태중,,1955년 06월 27일,투수(우투우타),0cm/0kg,고려대,,,,
82703,양일환,82,1961년 06월 10일,(우투우타),178cm/79kg,대구초-대구중-대구상고-건국대-삼성,,,,83삼성
82775,박상열,72,1955년 08월 05일,(우투우타),172cm/68kg,서대전초-대전중-동대문상고-OB,,,,82OB
82776,김봉기,,1953년 12월 23일,외야수(우투우타),0cm/0kg,휘문고-성균관대,,,,
82777,김문영,,1960년 04월 24일,외야수(우투우타),0cm/0kg,선린상고-연세대,,,,
82778,박석채,,1957년 08월 26일,투수(우투우타),0cm/0kg,숭의실고,,,,
82798,김대진,76,1955년 12월 22일,(우투우타),182cm/82kg,삼덕초-경북중-경북고-연세대-삼미-OB,,,,83삼미
82799,김근석,,1962년 06월 18일,내야수(우투우타),0cm/0kg,경북고-고려대,,,,
82873,이해창,,1953년 04월 23일,외야수(우투우타),0cm/0kg,건국대,,,,
82904,감사용,,1957년 03월 23일,투수(좌투좌타),0cm/0kg,인천전문대,,,,
82954,인호봉,,1958년 03월 04일,투수(우투우타),0cm/0kg,인하대,,,,
82966,오문현,,1953년 02월 13일,투수(우투우타),0cm/0kg,영남대,,,,
82982,김정수,78,1953년 04월 02일,(좌투좌타),178cm/80kg,부산고-한양대-롯데,,,,
82983,김현홍,,1956년 02월 13일,투수(우투우타),0cm/0kg,선린상고,,,,
82984,박경호,,1951년 01월 15일,투수(우투우타),0cm/0kg,인하대,,,,
82992,강철원,,1958년 01월 27일,투수(우투우타),0cm/0kg,동대문상고,,,,
82993,권영호,84,1954년 01월 23일,(좌투좌타),182cm/81kg,신암초-성광중-대건고-영남대-삼성,,,,82삼성
82995,김덕열,,1955년 04월 23일,투수(우투우타),0cm/0kg,마산상고,,,,
82996,김동철,,1960년 06월 05일,투수(우투우타),0cm/0kg,인하대,,,,
82997,김문희,,1955년 03월 23일,투수(우투우타),0cm/0kg,동아대,,,,
82998,김시철,,1958년 11월 24일,투수(우투우타),0cm/0kg,일본 박다고,,,,
82999,김용남,,1958년 02월 26일,투수(우투우타),0cm/0kg,한양대,,,,
83147,김정수,47,1960년 10월 13일,외야수(우투우타),cm/kg,신일고-고려대-MBC,,,,
83171,오영일,80,1960년 02월 06일,(우투우타),184cm/82kg,창영초-배명중-배명고-인하대-MBC-태평양,,,,
83260,장호연,77,1960년 05월 05일,(우투우타),174cm/82kg,충암고-동국대-OB,,,,
83270,한대화,89,1960년 07월 08일,(우투우타),176cm/82kg,신흥초-한밭중-대전고-동국대-OB-해태-LG-쌍방울,,,,83OB
83272,정선두,,1959년 06월 06일,투수(우투우타),0cm/0kg,장충고,,,,
83320,이광길,80,1960년 08월 04일,(우투우타),170cm/71kg,대전자양초-한밭중-대전고-인하대-삼미-롯데-빙그레-태평양-삼성,,,,83삼미
83321,이선웅,,1961년 02월 11일,내야수(우투우타),0cm/0kg,선린상고-인하대,,,,
83324,이원국,,1949년 05월 10일,투수(우투우타),0cm/0kg,고려대,,,,
83350,정구선,85,1956년 12월 15일,(우투우타),178cm/80kg,대전고-동국대-한국화장품-삼미-롯데,,,,
83371,임호균,,1956년 03월 26일,투수(우투우타),0cm/0kg,인천고-동아대,,,,
83411,김동재,87,1960년 10월 31일,(우투우타),177cm/77kg,대구계성초-경운중-경북고-연세대-삼성-MBC-LG,,,,89MBC
83412,김시진,79,1958년 03월 20일,(우투우타),183cm/86kg,포항중앙초-포항중-대구상고-한양대-삼성-롯데,,,,83삼성
83431,박승호,77,1958년 02월 09일,(좌투좌타),183cm/91kg,대구교대부속초-대건중-대건고-건국대-삼성,,,,83삼성
83450,정진호,75,1956년 06월 23일,(우투우타),179cm/75kg,경북고-연세대-삼성-청보-태평양,,,,
83460,장효조,83,1956년 07월 06일,(좌투좌타),175cm/78kg,삼덕초-대구중-대구상고-한양대-삼성-롯데,,,,83삼성
83470,박동경,,1964년 03월 03일,투수(우투우타),0cm/0kg,서울고,,,,
83472,홍승규,,1960년 06월 20일,외야수(좌투좌타),0cm/0kg,대구상고-성균관대,,,,
83473,황병일,79,1960년 03월 22일,(우투우타),180cm/86kg,포항중앙초-포항중-경북고-건국대-삼성-빙그레,,,,83삼성
83513,김호근,89,1960년 06월 29일,(우투우타),178cm/85kg,부산대연초-부산중-부산고-고려대-롯데-삼미-청보-OB,,,,
83530,박영태,97,1959년 08월 25일,(우투우타),183cm/90kg,완월초-마산동중-마산상고-동아대-롯데,,,,93롯데코치
83539,김현재,,1956년 06월 04일,투수(좌투좌타),0cm/0kg,휘문고-고려대,,,,
83540,최동원,75,1958년 05월 24일,(우투우타),179cm/95kg,부산구덕초-경남중-경남고-연세대-롯데-삼성,,,,
83561,엄평재,,1960년 10월 24일,투수(우투우타),0cm/0kg,전남고,,,,
83570,배경환,,1956년 07월 08일,투수(우투우타),0cm/0kg,경남고-연세대,,,,
83571,심재원,,1953년 07월 30일,포수(우투우타),0cm/0kg,부산고-성균관대,,,,
83573,유두열,82,1956년 10월 29일,(우투우타),172cm/73kg,마산상고-롯데,,,,
83574,한문연,82,1961년 04월 10일,(우투우타),173cm/85kg,성호초-마산동중-마산상고-동아대-롯데,,,,83롯데
83575,안창완,,1961년 12월 05일,투수(좌투좌타),0cm/0kg,부산고-건국대,,,,
83588,박정후,,1959년 12월 22일,투수(좌투좌타),0cm/0kg,경남고-동아대,,,,
83600,주동식,,1948년 08월 23일,투수(우투우타),0cm/0kg,일본 중앙대,,,,
83670,송일섭,,1959년 08월 17일,외야수(좌투좌타),0cm/0kg,청주고,,,,
83700,김명구,,1961년 05월 15일,외야수(우투우타),0cm/0kg,공주고,,,,
83738,신계석,,1960년 09월 05일,투수(우투우타),0cm/0kg,경희대,,,,
83799,김경표,,1960년 04월 29일,내야수(우투우타),0cm/0kg,신일고-한양대,,,,
83800,김무종,,1954년 04월 07일,포수(우투우타),0cm/0kg,일본 동양고,,,,
83899,김석일,,1959년 11월 26일,외야수(좌투좌타),0cm/0kg,경남고-중앙대,,,,
83977,유종천,,1956년 03월 25일,투수(우투우타),0cm/0kg,배문고-성균관대,,,,
83992,김상기,,1961년 03월 03일,투수(좌투좌타),0cm/0kg,인천고-인하대,,,,
83999,장명부,,1950년 12월 27일,투수(우투우타),0cm/0kg,일본 오취서고,,,,
84111,김봉근,78,1961년 03월 13일,(우투우타),178cm/75kg,함평향교초-숭의중-상문고-동국대-MBC-청보-태평양-쌍방울,,,,
84112,김상훈,99,1960년 07월 06일,(좌투좌타),185cm/85kg,동대문상고-동아대-MBC-LG,,,,
84113,김영균,,1961년 07월 12일,내야수(우투우타),0cm/0kg,연세대,,,,
84210,김광림,71,1961년 03월 09일,(좌투좌타),173cm/78kg,자양초-충남중-공주고-고려대-OB-쌍방울-현대-쌍방울,,,,84OB
84214,김진욱,72,1960년 08월 05일,(우투우타),182cm/87kg,중앙초-춘천중-북일고-동아대-OB-쌍방울,,,84 OB 1차,84OB
84240,최일언,71,1961년 07월 27일,(우투우타),177cm/80kg,하부초-하부중-시모노세키고-센슈대-OB-LG-삼성,,,,84OB
84273,윤석환,70,1961년 07월 17일,(좌투좌타),180cm/84kg,봉천초-선린중-선린상고-성균관대-OB-삼성,,,,91삼성
84274,한오종,,1961년 06월 16일,투수(좌투좌타),0cm/0kg,동대문상고-한양대,,,,
84393,조용철,,1965년 08월 22일,투수(우투우타),0cm/0kg,경남고,,,,
84405,진동한,,1961년 06월 04일,투수(우투우타),0cm/0kg,경북고-고려대,,,,
84410,김성래,70,1961년 12월 03일,(우투우타),185cm/90kg,대구옥산초-경운중-경북고-연세대-삼성-쌍방울-SK,,,,84삼성
84450,정성룡,,1964년 05월 19일,외야수(좌투좌타),0cm/0kg,포철공고,,,,
84473,전용권,,1961년 04월 12일,투수(우투우타),0cm/0kg,대구고-한양대,,,,
84510,김민호,87,1961년 04월 28일,(좌투좌타),183cm/85kg,성서초-부산동성중-부산고-동국대-롯데,,,,84롯데
84520,이문한,,1961년 07월 03일,투수(좌투좌타),0cm/0kg,경남상고-동국대,,,,
84573,홍문종,,1954년 11월 14일,외야수(좌투좌타),0cm/0kg,일본 립명관대,,,,
84574,조성옥,,1961년 08월 25일,외야수(좌투좌타),0cm/0kg,부산고-동아대,,,,
84610,김윤환,,1957년 08월 01일,외야수(우투우타),0cm/0kg,광주제일고-고려대,,,,
84671,문희수,80,1965년 03월 15일,(우투우타),175cm/80kg,광주제일고-해태,,,,
84700,신태순,,1962년 02월 13일,투수(우투우타),0cm/0kg,광주상고-단국대,,,,
84798,김명성,99,1946년 09월 03일,(우투우타),177cm/90kg,부산공고-동아대,,,,
84799,김명성,,1961년 08월 24일,외야수(좌투좌타),cm/kg,인천고-인하대,,,,
84992,권기홍,,1961년 07월 12일,투수(좌투좌타),0cm/0kg,대구상고-건국대,,,,
84993,김재열,,1961년 04월 25일,투수(우투우타),0cm/0kg,부산고-동아대,,,,
84995,박덕용,,1956년 11월 07일,투수(좌투좌타),0cm/0kg,일본 육영고,,,,
84999,김일융,,1951년 05월 11일,투수(좌투좌타),0cm/0kg,일본 정강상고 ,,,,
85110,김용수,71,1960년 05월 02일,(우투우타),176cm/73kg,동대문상고-중앙대-MBC-LG,,,,
85130,박흥식,73,1962년 01월 05일,(좌투좌타),170cm/81kg,대구초-대구중-신일고-한양대-MBC-LG,,,,85MBC
85150,정삼흠,71,1961년 11월 05일,(우투우타),185cm/85kg,명지고-고려대-MBC-LG,,,,
85171,유지홍,,1962년 04월 24일,내야수(우투우타),0cm/0kg,선린상고-고려대,,,,
85172,윤덕규,78,1963년 02월 25일,(좌투좌타),178cm/82kg,대광고-MBC-LG-태평양-현대,,,,
85210,김형석,87,1962년 08월 18일,(좌투좌타),185cm/97kg,화계초-신일중-신일고-중앙대-OB-삼성,,,,
85220,이승희,,1959년 04월 03일,외야수(우투우타),0cm/0kg,서울고-한양대,,,,
85350,정은배,,1962년 10월 19일,투수(우투우타),0cm/0kg,인천고-경희대,,,,
85370,양후승,87,1961년 09월 11일,(우투우타),171cm/73kg,숭의초-동인천중-인천고-인하대-삼미-청보-태평양-쌍방울,,,,85청보
85410,김성갑,81,1962년 05월 03일,(우투우타),168cm/68kg,대구수창초-경상중-대구상고-건국대-삼성-빙그레-태평양,,,,85삼성
85412,김용국,78,1962년 06월 21일,(우투우타),176cm/77kg,대구수창초-경상중-대구상고-한양대-삼성-태평양,,,,85삼성
85420,이종두,79,1962년 04월 05일,(우투우타),183cm/83kg,삼덕초-경상중-대구상고-한양대-삼성-쌍방울,,,,85삼성
85449,박창언,,1958년 11월 28일,내야수(우투우타),0cm/0kg,일본 포시공고,,,,
85531,박동수,74,1961년 06월 12일,(우투우타),177cm/85kg,마산성호초-마산동중-마산상고-동아대-롯데,,,,
85570,양상문,79,1961년 03월 24일,(좌투좌타),175cm/82kg,부산대연초-부산동성중-부산고-고려대-롯데-청보-태평양,,,,85롯데
85571,한영준,78,1962년 11월 14일,(우투우타),171cm/74kg,부산진초-부산중-부산고-고려대-롯데,,,,98롯데코치
85580,우경하,86,1957년 10월 15일,(우투우타),180cm/85kg,광무초-부산중-경남고-고려대-롯데-삼미-청보-롯데,,,,
85617,최상주,,1962년 08월 07일,투수(좌투좌타),0cm/0kg,광주제일고-인하대,,,,
85620,이순철,78,1961년 04월 18일,(우투우타),173cm/80kg,서림초-전남중-광주상고-연세대-해태-삼성,,,,85해태
85672,선동열,90,1963년 01월 10일,(우투우타),185cm/97kg,송정동초-무등중-광주제일고-고려대-해태,,,,85해태
85701,도이석,,1961년 09월 13일,외야수(우투우타),0cm/0kg,대구고-영남대,,,,
85992,김기철,,1962년 05월 24일,투수(우투우타),0cm/0kg,광주상고원광대,,,,
85993,김정행,,1952년 05월 15일,투수(우투우타),0cm/0kg,일본 웅본공고,,,,
85994,김준희,,1960년 05월 16일,투수(우투우타),0cm/0kg,대구상고-영남대,,,,
85998,이충우,,1958년 08월 13일,투수(우투우타),0cm/0kg,마산상고,,,,
85999,고광수,,1963년 07월 19일,내야수(우투우타),0cm/0kg,일본 법정대,,,,
86101,안언학,,1962년 01월 06일,내야수(우투우타),0cm/0kg,중앙고-고려대,,,,
86110,김태원,81,1964년 01월 28일,(우투우타),185cm/85kg,서울재동초-휘문중-배재고-성균관대-MBC-LG,,,,
86111,김건우,,1963년 08월 30일,투수(우투우타),176cm/80kg,선린상고-한양대-MBC-LG,,,,
86120,이재홍,,1963년 09월 24일,투수(우투우타),0cm/0kg,건국대,,,,
86170,예병준,,1962년 03월 12일,투수(우투우타),0cm/0kg,동대문상고,,,,
86171,서효인,86,1962년 02월 06일,(우투우타),178cm/81kg,수창초-신일중-신일고-고려대-MBC-LG,,,,90LG
86172,민경삼,75,1963년 02월 24일,(우투우타),178cm/81kg,신일고-고려대-MBC-LG,,,,
86220,이복근,,1962년 04월 21일,내야수(우투우타),0cm/0kg,충암고-경희대,,,,
